,name,description,host_name,host_response_time,host_response_rate,neighbourhood,room_type,accommodates,amenities,price,has_availability,review_accuracy,cleanliness,location_review,good_property,longitude,latitude
948,BRIGHT DOUBLE BEEDROM IN THE CENTER,"Amplio y luminoso despacho exterior con cocina y baño compartidos.<br /><br /><b>The space</b><br />El local está situado en el primer piso de un edificio tranquilo, en el corazón de Sant Antoni. Gran luz natural que fluye a través del apartamento debido a sus ventanas.",Alba,within an hour,99%,"Barcelona, Catalunya, Spain",Private room,2,"[""Elevator"", ""Kitchen"", ""Air conditioning"", ""Wifi"", ""Iron"", ""Heating"", ""Essentials""]",16.0,t,10.0,10.0,10.0,T,2.1585099999999997,41.37937
949,Single DREAM ROOM whit TV & meet Barcelona.,"Habitación individual, en centro barcelona, en casa amplia,  con mucha luz, ascensor, con acceso a balcón que da a la Ronda, con mucha claridad y sol.<br />Ubicación muy céntrica.<br />Habitación con cama individual de 1.90 * 0.9 con tv.<br /><br /><b>The space</b><br />Casa, amplia, soleada, luminosa con balcón<br /><br /><b>Guest access</b><br />La comunidad es muy tranquila, con camaras de seguridad, dispone ascensor, sin escalones o escaleras de acceso.<br /><br /><b>Other things to note</b><br />-Alquila a través de la plataforma AIRBNB una habitación individual con cama individual de 190*090 para 1 personas .<br />-El huésped tiene derecho a limpieza y cambio de sábanas como un juego de toallas 1 vez por semena.<br />-No está permitido invitar a personas no incluidas en la reserva.<br />-Está prohibido fumar dentro del apartamento.<br />-Hacer fiestas dentro del apartamento está estrictamente prohibido. <br />-El check-in es a las 14.00h.  cualquier retraso superior a las 2 horas",Felip,within a few hours,80%,"Barcelona, Catalunya, Spain",Private room,1,"[""Kitchen"", ""Microwave"", ""Elevator"", ""Coffee maker"", ""Long term stays allowed"", ""Hot water"", ""Cooking basics"", ""Hangers"", ""Smoke alarm"", ""Oven"", ""Luggage dropoff allowed"", ""Shampoo"", ""Washer"", ""Wifi"", ""First aid kit"", ""Refrigerator"", ""Heating"", ""Patio or balcony"", ""Cleaning before checkout"", ""Air conditioning"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Essentials"", ""TV"", ""Fire extinguisher"", ""Stove""]",16.0,t,9.0,9.0,9.0,T,2.16344,41.37988
950,Born rustic style apt,"Comfortable apartment in the very centre, 1st floor, 35m, near Cathedral and Palau de Musica in the famous El Born district, accommodates 3 persons,  fully equipped kitchen, one bedroom and sofa bed in the common area<br /><br /><b>The space</b><br />Our apartment is on the 1 floor in a building without a lift on a small side street.  There are 1 bedroom and another convertible sofa bed (140x200) is in the  living room, complete American kitchen, equipped with all the necessary appliances , such as microwave, cooker, italian coffee maker, fridge, dishes and glasses, air conditioner, a bathroom with a shower, Wi-Fi internet access, small balcony.<br /><br />We provide bed clothing and towels. The bills are included<br />It is an excellent choice for an economic holiday in the city centre and very close to the beach!<br /><br /><b>Guest access</b><br />all areas<br /><br /><b>Other things to note</b><br />Old town center, the car can enter ONLY up to main street , by Palace of the Music",Miguel,within a few hours,76%,"Barcelona, Catalunya, Spain",Entire home/apt,3,"[""Refrigerator"", ""Stove"", ""Wifi"", ""Building staff"", ""Patio or balcony"", ""Shampoo"", ""Coffee maker"", ""Bed linens"", ""TV"", ""Hot water"", ""Air conditioning"", ""Essentials"", ""Dishes and silverware"", ""Microwave"", ""Cooking basics"", ""Hair dryer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Hangers"", ""Kitchen"", ""Iron"", ""Free street parking"", ""Heating"", ""Dedicated workspace"", ""Long term stays allowed""]",16.0,t,10.0,10.0,10.0,T,2.17833,41.38903
951,Beautiful BigRoom near Ramblas,Habitación céntrica en la zona del barrio gótico a metros de la Plaza Real y de las Ramblas de Barcelona. Caminado puedes llegar a la Playa en 10 minutos y al puerto de Barcelona<br /><br /><b>The space</b><br />El apartamento es amplio y las habitaciones también. Se les entregarán toallas y las sábanas con 1 cama grande matrimonial armada.<br /><br /><b>License number</b><br />Exempt,Daniel Y Mia,within an hour,82%,"Barcelona, Catalunya, Spain",Private room,2,"[""Stove"", ""Hot water"", ""Wifi"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Shampoo"", ""Lock on bedroom door"", ""Kitchen"", ""Hair dryer"", ""Bed linens"", ""Portable fans"", ""Dishes and silverware"", ""Heating"", ""Extra pillows and blankets"", ""Hangers"", ""Microwave""]",16.0,t,9.0,9.0,10.0,T,2.1762599999999996,41.380309999999994
952,Habitación relajante  en centro de Barcelona,"La habitación es ideal para un estudiante,  incluye una cama individual, armario y  escritorio.<br />La zona es a diez minutos del centro de Barcelona Plaza de Cataluña y muy bien comunicada.<br />la casa es de 125 m y con amplias zonas comunes.<br />Somos amantes de los  animales tenemos un perro muy bueno Byron<br /><br /><b>The space</b><br />La habitación es ideal para un estudiante,  incluye una cama individual, armario y  escritorio, es luminosa, tranquila y relajante.<br /><br /><b>Guest access</b><br />comedor , cocina y baño<br /><br /><b>Other things to note</b><br />Somos una familia tranquila, tenemos un perro muy cariñoso y tranquilo.<br /><br /><b>License number</b><br />Exempt",Isabel,within a few hours,83%,"Barcelona, Catalunya, Spain",Private room,1,"[""Kitchen"", ""Microwave"", ""Lock on bedroom door"", ""Coffee maker"", ""Elevator"", ""Hot water"", ""Cooking basics"", ""Dedicated workspace"", ""Paid parking on premises"", ""Hangers"", ""Oven"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Heating"", ""Patio or balcony"", ""Dishes and silverware"", ""Essentials"", ""TV"", ""Stove"", ""Host greets you""]",16.0,t,10.0,8.0,10.0,T,2.17636,41.39736
953,Double room in Eixample,"15sqm room in a 2br flat in Eixample, quiet, safe and central area.<br /><br />Wifi fiber 200mb. A 25yo couple from USA living at the moment in the other room.<br /><br /><b>Other things to note</b><br />4th floor by stairs",Pepones&Friends,within a few hours,85%,"Barcelona, Catalunya, Spain",Private room,2,"[""Kitchen"", ""Lock on bedroom door"", ""Coffee maker"", ""Extra pillows and blankets"", ""Hot water"", ""Bed linens"", ""Washer"", ""Paid parking off premises"", ""Refrigerator"", ""Cooking basics"", ""Dedicated workspace"", ""Wifi"", ""Dishes and silverware"", ""Stove"", ""Hangers"", ""Oven"", ""Heating"", ""Patio or balcony"", ""Essentials""]",15.0,t,10.0,9.0,10.0,T,2.17272,41.396209999999996
954,Grand Twin ROOM + balcony BCN CENTER,"Perfect quiet room for 2 people with a balcony<br />In the heart of Barcelona<br />close to the Sagrada Familia and Plaza Catalunya<br />All attractions are within walking distance.<br />Everything you need is in the apartment, 3 bathrooms, kitchen, WI-FI<br />Great place to explore the city!<br /><br /><b>The space</b><br />Quiet twin room with 2 single beds and a balcony to the inner yard in the residential building of the Age of Modernism in the very center of Barcelona.<br />The room is equipped with 2 single beds, a sofa, a wardrobe, and a table with a chair.<br />We provide bed linen and towels;<br />The kitchen is equipped with everything necessary;<br />There are many cafes, restaurants, bars around,<br />Most of the attractions within walking distance,<br />Many transport options<br /><br /><b>Guest access</b><br />At the check in we provide the keys to the apartment so the guests have a full access to the place anytime whenever they need it. <br />Inside guests have an access",Tom’s Team,within an hour,90%,"Barcelona, Catalunya, Spain",Private room,2,"[""Crib"", ""Kitchen"", ""Microwave"", ""Lock on bedroom door"", ""Coffee maker"", ""Elevator"", ""Hair dryer"", ""Hot water"", ""Cooking basics"", ""Dedicated workspace"", ""Dishwasher"", ""Wifi"", ""Dishes and silverware"", ""Stove"", ""Iron"", ""Bed linens"", ""Host greets you"", ""Patio or balcony"", ""Essentials""]",15.0,t,9.0,9.0,10.0,T,2.17685,41.39615
955,Silent room with PRIVATE bathroom centric location,"The bright and silent room has all you need to enjoy the comfortable stay in Barcelona. A direct access to the complete private bathroom with window is a huge benefit of this charming room. There is also a security lock to ensure your safety and privacy. A spacious wardrobe, writing table and a leather chair are a perfect setting for your personal workplace. <br />(Room: 326cm x 272cm, in total 9sq.mts.)<br />(Bath: 174cm x 246cm = 4,2 sq.mts.)<br /><br /><b>The space</b><br />This is a charming and spacious flat on the 2nd floor of a typical Barcelona building from the 19th century totally renovated with elevator, 120 square meters in total.<br />It has 4 single bedrooms, 3 bathrooms, and 2 balconies. Wide kitchen with really all appliances, electric stove, washing machine, coffee machine. The living room with comfortable sofa and cable TV and a small interior yard. We are 2 guys 24,32 years old with no pernicious habits.<br /><br /><b>Guest access</b><br />You can use our spacious an",Pavel,within an hour,80%,"Barcelona, Catalunya, Spain",Private room,2,"[""Elevator"", ""Kitchen"", ""Microwave"", ""Coffee maker"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Hot water"", ""Cooking basics"", ""Dedicated workspace"", ""Hangers"", ""Iron"", ""Smoke alarm"", ""Oven"", ""Shampoo"", ""Washer"", ""Paid parking off premises"", ""Wifi"", ""First aid kit"", ""Refrigerator"", ""Heating"", ""Baking sheet"", ""Patio or balcony"", ""Private living room"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Bed linens"", ""Essentials"", ""TV"", ""Single level home"", ""Stove"", ""Host greets you"", ""Shower gel""]",15.0,t,10.0,9.0,10.0,T,2.13235,41.37516
956,H GRAN DE GRACIA,"Available in one of the best area of the city : GRACIA<br />Small and quiet fully furnished private bedroom of 10 sqm in a bright 90 sqm apartment. It has no window <br />The apartment has a bathroom with a toilet, and a shower.  Also a living room is available at the entry with a TV and a large sofa. Fully equipped kitchen and living room with dinning table with exit to the terrace of 70 sqm. To be shared with  a nice  woman of 48 years old and her daughter of 5 years old.<br /><br /><b>The space</b><br />They are also 2 cats living there and there are often outside. The apartment is located in a building from the 50’s in the second floor without lift. Smoking is allowed on the terrace.<br /><br /><b>Guest access</b><br />cocina,baño y cuarto de baño<br /><br /><b>Other things to note</b><br />Nada , todo esta normal",Catherine,within a few hours,80%,"Barcelona, Catalunya, Spain",Private room,1,"[""Kitchen"", ""Extra pillows and blankets"", ""Hair dryer"", ""Washer"", ""Dedicated workspace"", ""Wifi"", ""Hangers"", ""Iron"", ""Bed linens"", ""Heating"", ""Essentials""]",15.0,t,4.0,6.0,10.0,F,2.15453,41.39978
957,"Good room, good price! Relex time","Cozy place that you can rest and feel at home. Cituated next to shopping center, parcs, good restaurants. Easy to go anywhere in the city (Sagrada Familia, Plaza España, Sants Estacion...). Feel free to contact me. It  will be a plasure to host u.<br /><br /><b>The space</b><br />You can use the hole apartment! Justo the rooms are private.<br /><br /><b>License number</b><br />Exempt",Maryane,within a few hours,80%,"Barcelona, Catalunya, Spain",Private room,2,"[""Elevator"", ""Kitchen"", ""Private living room"", ""Hangers"", ""Essentials""]",15.0,t,10.0,10.0,10.0,T,2.14167,41.38797
958,H MARAGALL 4,"Bright and quiet 10 sqm bedroom with a single bed. The room is in a lovely apartment of 100 sqm on the second floor of this old building is a really good state. Nicely furnished. The bathrooms, kitchen and living room have to be shared with the other roommate. The owner, a 47 year old spanish men who works in the sound industry and speaks english, have his own living room and bathroom.<br /><br /><b>The space</b><br />The apartment has 2 other bedrooms : 1 double room and 1 single room. 2 living rooms are 25 sqm and 15 sqm big , the kitchen is 15 sqm and fully equipped. There are 2 bathrooms, both equiped with bathtub.",Catherine,within a few hours,80%,"Barcelona, Catalunya, Spain",Private room,1,"[""Hot water"", ""Wifi"", ""Washer"", ""Cooking basics"", ""Host greets you"", ""Essentials"", ""Kitchen"", ""Iron"", ""Free street parking"", ""Dishes and silverware"", ""Heating"", ""Dedicated workspace"", ""Hangers""]",15.0,t,8.0,10.0,10.0,T,2.17739,41.42431
959,Single Room from JANUARY,"Available JAN 1ST / female 70sqm flat, 3 rooms with very small living room.<br /><br />Furnished. WIFI Fiber. Heating. Washing machine. Fully kitchen.<br /><br />1st floor without elevator.<br /><br />2 girls living in the flat. Quiet and clean atmosphere.<br /><br />2 blocks from 2 metro stations: L2 (tetuan) and L4 (girona).<br /><br />Includes cleaning once a week in the common spaces.<br /><br />The room is given clean, settled up, with 2 sets of sheets and towels, Nordic duvet, pillows.<br /><br /><b>The space</b><br />Location is great<br /><br /><b>Guest access</b><br />shared kicthen. shared bathroom. shared washing machine",Pepones&Friends,within a few hours,85%,"Barcelona, CT, Spain",Private room,1,"[""Kitchen"", ""Microwave"", ""Long term stays allowed"", ""Coffee maker"", ""Lock on bedroom door"", ""Hot water"", ""Cooking basics"", ""Dedicated workspace"", ""Paid parking on premises"", ""Hangers"", ""Iron"", ""Oven"", ""Luggage dropoff allowed"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Heating"", ""Extra pillows and blankets"", ""Cleaning before checkout"", ""Patio or balcony"", ""Hair dryer"", ""Dishes and silverware"", ""Bed linens"", ""Essentials"", ""Stove""]",14.0,t,10.0,10.0,10.0,T,2.1720900000000003,41.39672
